package_name,github_owner,github_repo,commits_90d,commits_365d,commit_velocity_trend,contributors_total,contributors_90d,bus_factor,open_issues,closed_issues_90d,issue_response_time_median,days_since_last_release,release_frequency,release_regularity,weekly_downloads,download_trend,dependent_count,has_readme,has_license,repo_stars,repo_open_prs,days_since_last_commit,label
kurly,download,kurly,0,0,0.0,2,0,89.29,0,0,0.0,832,287.25,481.98,15349,0.7357,0,1,1,5,0,9999,0
yortus-typescript,yortus,TypeScript,0,0,0.0,30,0,16.05,0,0,0.0,3941,31.75,46.22,28,0.6763,0,1,1,2,0,9999,0
express-compiless,papandreou,express-compiless,0,0,0.0,6,0,69.6,1,0,0.0,2039,405.5,351.48,122,1.2191,0,1,1,5,0,9999,0
jacob,Canna71,Jacob,0,0,0.0,4,0,88.89,1,0,55.06,4118,45.25,67.53,9,2.0015,0,1,0,157,0,9999,0
haxe,HaxeFoundation,npm-haxe,0,0,0.0,9,0,36.0,8,0,0.0,2489,117.5,191.53,1498,0.4693,0,1,1,45,3,9999,0
remark-bemjson,bem-contrib,md-to-bemjson,0,0,0.0,4,0,72.22,14,0,6.43,2560,76.75,49.15,30,0.8314,0,1,1,7,11,9999,0
reflective-coffeescript,rev22,reflective-coffeescript,0,0,0.0,30,0,63.47,0,0,0.0,3569,112.0,121.27,1,14.0878,0,1,1,0,0,9999,0
typescript-node,blakeembrey,typescript-node,0,0,0.0,30,0,51.32,231,1,0.0,3931,1.75,1.92,1254,1.0809,0,1,1,13136,34,9999,0
vue-remove-attributes,emensch,vue-remove-attributes,0,0,0.0,3,0,54.84,11,0,0.0,2086,9999,9999,1263,0.9677,0,1,1,16,10,9999,0
webpack-isomorphic-compiler-reporter,moxystudio,webpack-isomorphic-compiler-reporter,0,0,0.0,4,0,70.37,0,0,0.0,3031,12.0,9.22,194,0.9916,0,1,1,7,0,9999,0
complex-js,patrickroberts,complex,0,0,0.0,1,0,100.0,0,0,0.0,1624,170.0,287.53,143,2.3482,0,1,1,3,0,9999,0
webpack-sane-compiler,moxystudio,webpack-sane-compiler,0,0,0.0,5,0,73.68,1,0,0.0,3031,7.5,12.42,169,1.2026,0,1,1,7,0,9999,0
indicative-compiler,poppinss,indicative-compiler,0,0,0.0,2,0,96.92,1,0,0.0,2371,4.0,5.83,3843,1.333,0,1,1,3,1,9999,0
webpack-sane-compiler-reporter,moxystudio,webpack-sane-compiler-reporter,0,0,0.0,4,0,70.31,0,0,0.0,3032,18.25,19.0,173,1.0466,0,1,1,4,0,9999,0
wxss-transpiler,IOriens,wxss-transpiler,0,0,0.0,2,0,95.65,0,0,0.0,3077,9.0,9.03,42,2.15,0,1,0,19,0,9999,0
webpack-sane-compiler-notifier,moxystudio,webpack-sane-compiler-notifier,0,0,0.0,4,0,66.67,0,0,0.0,2889,55.25,69.98,167,1.033,0,1,1,4,0,9999,0
eval-estree-expression,jonschlinkert,eval-estree-expression,3,10,1.2,4,1,94.92,1,1,76.54,13,63.0,77.57,224002,0.9268,0,1,1,68,1,13,1
@swc/cli,swc-project,cli,0,0,0.0,27,0,72.97,33,0,0.06,83,66.0,34.77,4259544,0.8481,0,1,0,133,8,9999,0
json-pipeline,indutny,json-pipeline,0,0,0.0,1,0,100.0,1,0,118.78,3901,2.0,2.92,102,0.7359,0,1,0,31,1,9999,0
node-minify,srod,node-minify,0,634,0.0,30,0,47.37,1,1,0.0,2798,6.75,9.52,12656,0.9077,0,1,1,519,0,9999,0
snapdragon-token,here-be,snapdragon-token,0,0,0.0,1,0,100.0,0,0,0.0,2980,36.0,49.76,46,0.6477,0,1,1,2,0,9999,0
gulp-tsc,kant2002,gulp-tsc,0,0,0.0,15,0,46.88,5,0,70.91,3371,36.5,26.73,782,1.0511,0,1,1,16,0,9999,0
bebop-tools,RainwayApp,bebop,0,54,0.0,27,0,62.15,29,0,288.98,280,82.5,127.48,2592,0.8881,0,1,1,2162,2,9999,0
rollup,rollup,rollup,89,343,1.0379,30,17,46.82,601,1,0.0,4,4.25,3.49,125413216,0.907,0,1,1,26288,18,4,1
@expo/dev-server,expo,expo-cli,0,0,0.0,30,0,26.1,0,0,53.22,1023,16.0,12.9,112084,0.993,0,1,0,2666,0,9999,0
@netlify/zip-it-and-ship-it,netlify,zip-it-and-ship-it,0,0,0.0,30,0,42.75,45,0,0.0,4,6.0,6.16,551722,0.9382,0,1,1,315,11,9999,0
mdx-bundler,kentcdodds,mdx-bundler,1,4,1.0,28,1,37.07,77,1,0.0,474,117.75,55.91,152796,0.9439,0,1,1,1899,3,41,0
@blackglory/electron-packager,electron,electron-packager,29,99,1.1717,30,5,56.1,46,1,0.0,921,186.0,322.16,12,0.9238,0,1,1,299,2,0,1
rollup-plugin-sizes,tivac,rollup-plugin-sizes,0,0,0.0,13,0,40.5,5,0,0.0,527,408.0,166.61,10596,0.8686,0,1,1,90,5,9999,0
@vuepress/bundler-vite,vuepress,vuepress-next,26,69,1.5072,30,4,88.45,21,1,0.0,40,52.75,54.94,37147,0.9063,0,1,1,2820,8,19,1
@wpackio/babel-preset-base,swashata,wp-webpack-script,0,0,0.0,6,0,61.57,48,0,2953.52,1792,22.75,25.57,83,0.9989,0,1,1,412,16,9999,0
serverless-esbuild,floydspace,serverless-esbuild,4,17,0.9412,30,4,50.3,103,1,22.48,33,45.75,42.72,507796,0.9133,0,1,1,469,11,26,1
babel-plugin-css-in-js,martinandert,babel-plugin-css-in-js,0,0,0.0,4,0,83.33,6,0,59.61,3439,37.5,43.08,117,1.0639,0,1,1,295,0,9999,0
serverless-ruby-layer,navarasu,serverless-ruby-layer,0,0,0.0,4,0,78.26,8,0,0.0,989,289.25,158.06,307,0.8433,0,1,1,72,2,9999,0
grunt-rollup,chrisprice,grunt-rollup,0,0,0.0,14,0,38.64,7,0,0.0,1511,151.75,87.06,45317,0.9096,0,1,1,21,6,9999,0
asbundle,WebReflection,asbundle,0,0,0.0,4,0,82.83,3,0,1.37,2112,258.75,272.34,3,8.776,0,1,1,80,1,9999,0
@beemo/driver-webpack,beemojs,beemo,0,0,0.0,6,0,98.4,10,0,32.32,1575,41.5,17.92,254,1.7457,0,1,1,143,1,9999,0
@midwayjs/hooks-bundler,midwayjs,hooks,0,0,0.0,15,0,78.01,12,0,0.0,1190,10.0,14.58,32,1.5084,0,1,1,687,5,9999,0
@rockpack/starter,AlexSergey,rockpack,47,76,2.4737,6,1,97.12,0,0,0.0,33,0.75,0.83,1778,0.2846,0,1,1,1264,0,27,1
redux-bundler-async-resources,abuinitski,redux-bundler-async-resources,0,0,0.0,2,0,96.43,19,0,0.0,2252,15.5,21.75,1507,0.6473,0,1,0,8,19,9999,0
parcel-plugin-obfuscate,jabuco,parcel-plugin-obfuscate,0,0,0.0,5,0,53.33,2,0,0.0,1939,9999,9999,2,11.6628,0,1,1,14,2,9999,0
nunjucks-parser,chocolateboy,nunjucks-parser,0,0,0.0,1,0,100.0,6,0,0.0,2180,161.0,160.74,82,1.4082,0,1,1,3,6,9999,0
buddy,popeindustries,buddy,0,0,0.0,3,0,96.3,11,0,1.5,3148,17.25,20.02,3012,0.7921,0,1,1,51,0,9999,0
pundle,steelbrain,pundle,0,0,0.0,2,0,99.83,6,0,365.25,3289,1.25,1.64,129,0.6552,0,1,0,357,0,9999,0
@bahmutov/parcel-json-server,bahmutov,parcel-json-server,0,1,0.0,3,0,68.24,5,1,0.0,1186,83.5,140.61,23,1.0242,0,1,0,6,4,9999,0
gulp-locales-bundler,loginov-rocks,gulp-locales-bundler,0,0,0.0,6,0,58.09,0,0,0.0,1994,183.75,169.56,10,2.1016,0,1,1,1,0,9999,0
@chialab/rna-bundler,chialab,rna,38,141,1.078,8,4,93.62,13,1,0.0,118,154.75,98.0,1254,0.6284,0,1,1,183,2,-1,1
parcel-transformer-markdown,jaywcjlove,parcel-plugin-markdown-string,4,4,4.0,4,1,90.77,5,0,0.0,939,159.75,81.11,54,1.2146,0,1,1,21,3,61,1
systemjs-route-bundler,Swimlane,systemjs-route-bundler,0,0,0.0,4,0,46.3,10,0,5.52,3738,44.5,44.3,27,0.556,0,1,1,40,0,9999,0
packback,rasshofer,packback,0,0,0.0,1,0,100.0,0,0,0.0,3015,9999,9999,73,0.8004,0,1,1,0,0,9999,0
pundle-generator,motion,pundle,0,0,0.0,2,0,99.83,6,0,365.25,3479,11.5,16.13,6,2.4249,0,1,0,357,0,9999,0
garnish,mattdesl,garnish,0,0,0.0,2,0,76.4,0,0,8752.2,3729,28.5,33.83,24379,0.8601,0,1,1,83,0,9999,0
bundled-gem-spawn,shinnn,bundled-gem-spawn,0,0,0.0,1,0,100.0,0,0,0.0,3676,9999,9999,5,1.8938,0,1,1,0,0,9999,0
webpack-plugin-typescript-declaration-bundler,Bartekus,webpack-plugin-typescript-declaration-bundler,0,0,0.0,1,0,100.0,0,0,0.0,2754,0.25,0.43,26,0.4797,0,1,1,0,0,9999,0
aws-lambda-nodejs-esbuild,floydspace,aws-lambda-nodejs-esbuild,0,0,0.0,3,0,92.59,3,0,988.33,1800,63.5,88.95,20,2.194,0,1,1,69,0,9999,0
bit-bundler,MiguelCastillo,bit-bundler,0,0,0.0,3,0,95.4,13,0,8550.18,3069,5.0,5.0,95,0.7974,0,1,1,13,6,9999,0
react-native-esbuild,oblador,react-native-esbuild,0,0,0.0,2,0,97.5,2,0,18.82,1078,95.5,44.17,7,1.9466,0,1,1,596,0,9999,0
@ewanmellor/parcel-plugin-bundle-visualiser,ewanmellor,parcel-plugin-bundle-visualiser,0,0,0.0,8,0,71.7,0,0,0.0,1549,9999,9999,7,0.8908,0,1,1,0,0,9999,0
pakit,MiguelCastillo,pakit,0,0,0.0,2,0,96.61,4,0,0.0,1519,387.25,421.12,13,3.251,0,1,1,5,0,9999,0
lumpy,lmammino,lumpy,0,0,0.0,1,0,100.0,0,0,0.0,3017,0.25,0.43,5,1.8014,0,1,1,4,0,9999,0
passing-notes-ui,vinsonchuong,passing-notes-ui,0,0,0.0,1,0,100.0,0,0,0.0,527,129.25,143.77,1738,0.4782,0,1,1,0,0,9999,0
browserify-dev-bundler,selfcontained,browserify-dev-bundler,0,0,0.0,1,0,100.0,0,0,70.89,4210,51.25,47.63,2,7.7367,0,1,1,4,0,9999,0
@comandeer/rollup-lib-bundler,Comandeer,rollup-lib-bundler,0,0,0.0,4,0,90.25,4,0,664.22,443,84.5,54.17,75,1.4072,0,1,1,17,1,9999,0
instapack,ryanelian,instapack,0,0,0.0,4,0,96.78,0,0,0.0,1903,39.75,56.91,284,0.6229,0,1,1,144,0,9999,0
dets,FlorianRappl,dets,8,12,2.6667,6,2,89.46,2,1,0.0,9,92.75,140.23,18659,0.7453,0,1,1,32,0,9,1
sass-include-paths,strarsis,sass-include-paths,0,0,0.0,2,0,99.0,3,0,22.41,3536,10.75,16.39,68,0.8932,0,1,1,12,0,9999,0
create-mithril-app,highmountaintea,create-mithril-app,0,0,0.0,1,0,100.0,10,0,0.0,1752,0.25,0.43,6,4.6959,0,1,0,23,10,9999,0
@mrgrain/cdk-esbuild,mrgrain,cdk-esbuild,55,274,0.8029,8,3,60.82,6,1,0.0,142,7.25,4.71,74933,0.7866,0,1,1,138,1,1,1
@gluons/vue-pack-cli,gluons,vue-pack,0,0,0.0,5,0,49.77,17,0,0.0,2313,77.5,54.98,82,0.8506,0,1,1,2,14,9999,0
jnpkg,jl917,jnpkg,0,0,0.0,4,0,72.57,9,0,0.0,1395,61.75,94.14,1,24.0185,0,1,1,0,9,9999,0
get-xml,scienceai,get-xml,0,0,0.0,1,0,100.0,0,0,0.0,3519,9999,9999,11,0.9028,0,1,1,2,0,9999,0
bundt,lukeed,bundt,0,0,0.0,5,0,95.51,0,0,2.51,1509,10.5,13.5,1538,1.302,0,1,1,169,0,9999,0
filtered-json-loader,marcospont,filtered-json-loader,0,0,0.0,1,0,100.0,0,0,0.0,1891,54.5,94.4,2,3.4642,0,1,1,1,0,9999,0
@chickendinosaur/fuse-box-web-index-plugin,chickendinosaur,storex,0,0,0.0,1,0,100.0,0,0,0.0,2912,0.0,0.0,21,0.6818,0,1,1,1,0,9999,0
cjsc,dsheiko,cjsc,1,1,4.0,4,1,98.15,0,0,0.0,13,963.75,1395.28,93,4.2117,0,1,0,30,0,13,1
babel-plugin-static-fs,Jam3,babel-plugin-static-fs,0,0,0.0,3,0,86.21,8,0,0.0,2529,45.75,79.24,5108,1.2021,0,1,1,35,1,9999,0
vue-webpack,xpepermint,vue-webpack,0,0,0.0,1,0,100.0,5,0,0.0,3494,1.0,1.73,43,0.6875,0,1,0,8,5,9999,0
crushinator,lazojs,crushinator,0,0,0.0,1,0,100.0,0,0,0.0,3751,95.25,109.17,10,1.5242,0,1,1,0,0,9999,0
@externs/nodejs,externs,nodejs,0,0,0.0,2,0,95.12,0,0,0.0,2411,9999,9999,2102,1.2238,0,1,1,3,0,9999,0
@best-shot/core,best-shot,best-shot,7,56,0.5,6,2,69.88,2,1,0.0,42,22.0,12.19,329,0.8396,0,1,1,4,1,3,1
webant,theakman2,node-modules-webant,0,0,0.0,1,0,100.0,0,0,0.0,3905,132.75,193.72,61,0.9654,0,1,1,1,0,9999,0
tsbunch,Zweihander-Main,TSBunch,0,0,0.0,8,0,71.21,1,0,0.0,697,93.0,57.18,26,0.6218,0,1,1,4,1,9999,0
@fransvilhelm/wp-bundler,adambrgmn,wp-bundler,0,2,0.0,2,0,82.72,0,0,0.0,216,244.75,400.04,58,0.5654,0,1,1,16,0,9999,0
slinkity,slinkity,slinkity,0,0,0.0,21,0,86.9,12,0,0.0,1260,66.75,98.01,41,1.7293,0,1,1,468,0,9999,0
depack,dpck,depack,0,0,0.0,2,0,93.68,0,0,250.79,2309,25.0,17.49,33,0.8538,0,1,1,3,0,9999,0
@nuintun/bundler,nuintun,bundler,16,45,1.4222,3,1,97.44,0,0,0.0,137,37.0,24.34,25,2.4111,0,1,1,1,0,32,1
aurelia-deps-finder,dumberjs,aurelia-deps-finder,0,0,0.0,1,0,100.0,0,0,1879.34,990,302.5,149.65,477,0.6372,0,1,1,2,0,9999,0
rollup-legacy,Mactaivsh,rollup-legacy,0,0,0.0,30,0,53.29,0,0,0.0,546,9999,9999,4,0.6928,0,1,1,1,0,9999,0
threejs-tree-shake,mattdesl,threejs-tree-shake,0,0,0.0,1,0,100.0,1,0,0.0,3080,9999,9999,7,0.8578,0,1,1,65,0,9999,0
@typhonjs-fvtt/fvttdev,typhonjs-fvtt,fvttdev,0,0,0.0,1,0,100.0,0,0,0.0,1845,8.0,10.68,20,0.8891,0,1,1,0,0,9999,0
gulp-dumber,dumberjs,gulp-dumber,0,0,0.0,1,0,100.0,0,0,0.0,644,446.0,382.22,486,0.5717,0,1,1,1,0,9999,0
@depack/nodejs,dpck,nodejs,0,0,0.0,1,0,100.0,0,0,0.0,2520,27.25,39.97,42,0.6763,0,1,1,1,0,9999,0
@americanexpress/one-app-bundler,americanexpress,one-app-cli,0,0,0.0,29,0,28.49,0,0,0.0,776,23.25,17.34,49,1.692,0,1,1,36,0,9999,0
rollup-plugin-app-utils,Autodesk,rollup-plugin-app-utils,0,0,0.0,1,0,100.0,0,0,0.0,2224,53.0,61.0,172,0.952,0,1,1,1,0,9999,0
haya,egoist,haya,0,0,0.0,2,0,83.64,13,0,0.0,1641,0.0,0.0,13,1.6166,0,1,1,233,10,9999,0
pridepack,LyonInc,pridepack,0,0,0.0,3,0,98.53,11,0,0.0,519,116.0,58.84,157,0.9223,0,1,1,26,5,9999,0
@gardenhq/o,gardenhq,o,0,0,0.0,1,0,100.0,0,0,0.0,3114,37.75,63.1,69,1.0242,0,1,1,20,0,9999,0
esbuild-cf-functions-plugin,BeeeQueue,esbuild-cf-functions-plugin,1,9,0.4444,4,1,68.7,9,1,0.0,493,223.75,146.81,3908,1.1054,0,1,0,22,7,21,1
publishimo,Jaid,publishimo,0,0,0.0,5,0,91.7,13,0,0.0,2545,12.5,11.35,34,1.1819,0,1,1,2,13,9999,0
eslint,eslint,eslint,158,600,1.0533,30,22,35.28,113,1,0.66,10,13.25,0.43,142964622,0.8966,0,1,1,27390,28,-1,1
stylelint,stylelint,stylelint,129,503,1.0258,30,14,26.84,130,1,0.0,17,8.25,5.49,9862071,0.8973,0,1,1,11482,2,6,1
jsx-ast-utils,jsx-eslint,jsx-ast-utils,0,3,0.0,13,0,44.59,21,0,70.42,1060,99.75,129.12,49436765,0.9246,0,1,1,163,3,9999,0
eslint-config-standard,standard,eslint-config-standard,0,2,0.0,30,0,54.4,30,1,0.0,1120,183.25,147.55,2955801,0.8937,0,1,1,2652,18,9999,0
lint-staged,okonet,lint-staged,97,274,1.4161,30,2,57.8,9,1,80.35,2,10.0,7.18,25623069,0.8825,0,1,1,14666,0,2,1
stylelint-order,hudochenkov,stylelint-order,0,18,0.0,22,0,90.1,9,1,652.44,100,82.0,102.67,2726221,0.8938,0,1,1,956,4,9999,0
eslint-webpack-plugin,webpack-contrib,eslint-webpack-plugin,5,15,1.3333,25,1,47.06,4,1,0.0,81,99.75,94.55,4575053,0.8839,0,1,1,255,1,81,1
standard,standard,standard,0,3,0.0,30,0,74.04,128,1,804.33,648,237.25,202.85,561726,0.8345,0,1,1,29434,15,9999,0
stylelint-config-prettier,prettier,stylelint-config-prettier,0,0,0.0,14,0,78.95,0,0,2.05,1228,121.25,159.65,756994,0.8738,0,1,1,371,0,9999,0
stylelint-webpack-plugin,webpack-contrib,stylelint-webpack-plugin,0,10,0.0,30,0,33.22,0,0,350.81,139,265.0,226.5,230874,0.9451,0,1,1,420,0,9999,0
stylelint-taro-rn,NervJS,taro,10,122,0.3279,30,6,17.08,1735,1,1.0,0,1.25,2.17,3506,0.6788,0,1,1,37558,103,26,1
eslint-plugin-unicorn,sindresorhus,eslint-plugin-unicorn,426,573,2.9738,30,1,49.18,10,1,0.0,4,2.25,1.64,7236722,0.8699,0,1,1,5122,0,0,1
stylelint-config-sass-guidelines,bjankord,stylelint-config-sass-guidelines,0,4,0.0,19,0,43.56,6,1,0.0,142,190.0,182.62,407237,0.9283,0,1,1,448,6,9999,0
unified-lint-rule,remarkjs,remark-lint,0,3,0.0,30,0,92.94,9,1,0.0,512,306.25,161.1,541661,0.8192,0,1,1,1038,3,9999,0
eslint-config-standard-jsx,standard,eslint-config-standard-jsx,0,0,0.0,17,0,80.41,3,0,67.53,1525,135.75,188.84,697686,0.8535,0,1,1,105,0,9999,0
@rollup/plugin-eslint,rollup,plugins,17,74,0.9189,30,6,51.15,35,1,4.15,238,252.25,279.4,27690,0.7992,0,1,1,3750,12,25,1
eslint-plugin-rxjs,cartant,eslint-plugin-rxjs,0,0,0.0,14,0,93.32,38,0,0.29,1183,112.25,180.59,243358,0.9554,0,1,1,314,7,9999,0
eslint-plugin-markdown,eslint,eslint-plugin-markdown,41,221,0.7421,30,8,26.74,13,1,0.0,711,181.0,130.02,674398,0.8684,0,1,1,572,5,5,1
codelyzer,mgechev,codelyzer,0,0,0.0,30,0,66.63,82,0,0.0,1876,93.25,77.26,534992,0.9986,0,1,1,2466,48,9999,0
eslint-config-standard-react,feross,eslint-config-standard-react,0,0,0.0,27,0,72.99,0,0,4466.26,1286,194.0,308.89,114971,0.8641,0,1,1,456,0,9999,0
stylelint-scss,stylelint-scss,stylelint-scss,51,121,1.686,30,6,38.77,113,1,0.0,20,38.75,44.7,5108374,0.9224,0,1,1,879,7,1,1
standard-engine,standard,standard-engine,0,0,0.0,30,0,71.21,15,1,0.0,1119,235.25,171.96,587605,0.8134,0,1,1,144,9,9999,0
colorguard,SlexAxton,css-colorguard,0,0,0.0,13,0,53.19,11,0,0.0,3110,203.5,234.2,38950,0.8885,0,1,0,2427,0,9999,0
eslint_d,mantoni,eslint_d.js,1,39,0.1026,30,1,69.0,20,1,0.0,94,126.25,186.1,109593,0.8325,0,1,1,1218,18,89,1
semistandard,standard,semistandard,0,0,0.0,24,0,71.58,0,0,6210.82,1120,258.75,274.37,22461,0.9101,0,1,1,1415,0,9999,0
jshint-stylish,sindresorhus,jshint-stylish,0,0,0.0,5,0,92.0,0,0,1.7,3601,111.5,53.71,121622,0.96,0,1,1,557,0,9999,0
lockfile-lint-api,lirantal,lockfile-lint,14,20,2.8,30,2,70.0,7,1,0.0,421,159.5,180.27,357927,0.9049,0,1,1,864,2,11,1
prettier-check,hexacta,prettier-check,0,0,0.0,3,0,66.67,14,0,0.0,3194,9999,9999,13652,0.9472,0,1,1,53,9,9999,0
@hint/configuration-web-recommended,webhintio,hint,0,0,0.0,30,0,34.9,523,1,0.0,662,129.5,174.26,21558,0.9673,0,1,1,3703,157,9999,0
putout,coderaiser,putout,457,3039,0.6015,23,1,99.79,0,1,65.69,0,0.25,0.43,45039,0.6853,0,1,1,794,0,0,1
@axe-core/react,dequelabs,axe-core-npm,51,125,1.632,30,7,30.34,103,1,0.0,-1,2.0,2.92,666615,0.9247,0,1,1,707,9,-1,1
eslint-config-semistandard,standard,eslint-config-semistandard,0,0,0.0,17,0,54.0,5,0,0.0,1436,274.75,140.26,84668,0.8608,0,1,1,68,5,9999,0
eslint-formatter-pretty,sindresorhus,eslint-formatter-pretty,2,5,1.6,20,2,64.2,1,1,3.89,70,279.75,210.55,765823,0.8442,0,1,1,549,0,70,1
autoprefixer,postcss,autoprefixer,12,33,1.4545,30,4,92.98,40,1,0.04,70,18.0,19.61,62800485,0.9328,0,1,1,22257,1,-1,1
postcss-loader,webpack-contrib,postcss-loader,7,23,1.2174,30,1,38.57,3,1,0.0,127,189.75,217.04,20546924,0.928,0,1,1,2844,1,45,1
css-loader,webpack-contrib,css-loader,1,15,0.2667,30,1,28.24,27,1,0.0,127,169.0,257.89,30202758,0.8866,0,1,1,4322,13,74,1
@emotion/css,emotion-js,emotion,0,7,0.0,30,0,48.4,382,1,0.0,580,130.25,156.74,4918350,0.9053,0,1,1,18017,74,9999,0
styled-components,styled-components,styled-components,120,247,1.9433,30,6,37.39,14,1,0.0,12,3.5,2.96,10953430,0.9232,0,1,1,41103,6,12,1
mini-css-extract-plugin,webpack-contrib,mini-css-extract-plugin,1,23,0.1739,30,1,40.43,34,0,19.2,89,57.75,60.39,18950162,0.8736,0,1,1,4663,4,89,1
cssesc,mathiasbynens,cssesc,0,0,0.0,4,0,84.62,11,0,0.52,2695,500.75,414.19,93264144,0.9001,0,1,1,176,5,9999,0
sass,sass,dart-sass,10,98,0.4082,30,3,82.7,71,1,0.0,11,34.75,13.31,30279337,0.8373,0,1,1,4195,10,6,1
caniuse-lite,browserslist,caniuse-lite,20,78,1.0256,13,1,48.6,8,0,1.26,12,11.25,5.45,177513239,0.8842,0,1,1,612,1,12,1
postcss-modules-local-by-default,css-modules,postcss-modules-local-by-default,0,0,0.0,21,0,28.65,5,0,0.0,559,141.5,90.74,27808441,0.8909,0,1,1,27,3,9999,0
nth-check,fb55,nth-check,53,183,1.1585,7,1,95.39,3,1,0.0,97,410.5,576.78,75005555,0.8757,0,1,1,62,3,0,1
diff,kpdecker,jsdiff,6,32,0.75,30,1,49.48,19,1,0.0,71,20.25,20.36,125280005,0.8866,0,1,1,9167,5,22,1
postcss-flexbugs-fixes,luisrudge,postcss-flexbugs-fixes,0,0,0.0,14,0,68.06,8,0,0.0,2041,72.0,72.36,5574383,0.8837,0,1,1,743,3,9999,0
icss-utils,css-modules,icss-utils,0,0,0.0,12,0,32.81,18,0,0.0,2041,157.5,188.66,26588289,0.8466,0,1,1,22,14,9999,0
css.escape,mathiasbynens,CSS.escape,0,0,0.0,4,0,87.88,5,0,0.0,3590,66.0,88.18,44831370,0.8975,0,1,1,500,1,9999,0
cssdb,csstools,cssdb,20,72,1.1111,18,2,39.88,0,1,0.0,41,29.25,28.78,7915640,0.9204,0,1,1,549,0,1,1
postcss-convert-values,cssnano,cssnano,79,124,2.5484,30,5,56.45,99,1,0.0,12,14.0,12.45,18138925,0.8806,0,1,1,4974,6,4,1
postcss-modules-values,css-modules,postcss-modules-values,0,0,0.0,16,0,52.81,14,0,12.88,2079,4.75,6.53,26170289,0.8891,0,1,1,41,12,9999,0
less-loader,webpack-contrib,less-loader,17,32,2.125,30,3,27.79,2,1,0.0,34,95.5,109.28,7771387,0.8733,0,1,1,959,2,34,1
postcss-media-minmax,postcss,postcss-media-minmax,0,0,0.0,10,0,54.0,17,0,0.0,1987,468.25,257.54,4965343,0.8684,0,1,1,302,6,9999,0
postcss-initial,maximkoretskiy,postcss-initial,0,0,0.0,9,0,67.78,11,0,0.0,1895,132.75,141.31,5138178,0.8708,0,1,1,189,1,9999,0
react-transition-group,reactjs,react-transition-group,0,0,0.0,30,0,26.55,258,0,0.0,1422,203.5,203.47,56227467,0.9136,0,1,1,10234,45,9999,0
bootstrap-vue,bootstrap-vue,bootstrap-vue,0,1,0.0,30,0,51.42,202,1,0.0,1336,169.25,189.71,253003,0.8125,0,1,1,14445,25,9999,0
postcss-import,postcss,postcss-import,1,10,0.4,30,1,35.33,9,1,49.64,371,230.25,193.03,58504771,0.9079,0,1,1,1408,5,75,1
csso,css,csso,0,0,0.0,30,0,57.82,100,0,7844.33,1412,59.0,48.08,29129290,0.886,0,1,1,3791,5,9999,0
postcss-font-variant,postcss,postcss-font-variant,0,0,0.0,8,0,53.85,11,0,0.0,1987,412.25,254.8,7782714,0.842,0,1,1,24,5,9999,0
css-declaration-sorter,Siilwyn,css-declaration-sorter,6,27,0.8889,11,3,63.16,9,1,0.0,76,229.5,183.1,16713931,0.8855,0,1,1,384,8,76,1
postcss-nested,postcss,postcss-nested,1,1,4.0,27,1,82.63,4,0,0.04,598,154.75,212.64,55105989,0.9424,0,1,1,1197,0,62,0
css-minimizer-webpack-plugin,webpack-contrib,css-minimizer-webpack-plugin,7,23,1.2174,24,2,31.64,2,1,0.0,112,89.75,110.39,9266676,0.8867,0,1,1,323,2,45,0
cropperjs,fengyuanchen,cropperjs,8,22,1.4545,30,2,95.49,42,1,143.49,78,148.75,40.68,1672998,0.8707,0,1,1,13833,1,73,1
style-value-types,Popmotion,popmotion,0,0,0.0,30,0,76.12,51,0,0.0,1408,81.5,105.32,2566216,0.8854,0,1,0,20170,9,9999,0
react-responsive,contra,react-responsive,0,0,0.0,30,0,35.95,5,0,201.3,478,205.5,151.97,1474884,0.9046,0,1,1,7171,0,9999,0
node-sass,sass,node-sass,0,0,0.0,30,0,29.99,187,0,350.17,1130,126.75,100.72,984386,0.9325,0,1,1,8464,41,9999,0
csstype,frenic,csstype,0,21,0.0,13,0,95.1,78,1,0.0,218,177.25,305.85,138087553,0.8859,0,1,1,1812,15,9999,0
camelcase-css,stevenvachon,camelcase-css,0,0,0.0,2,0,83.33,0,0,0.0,2873,9999,9999,53332586,0.9436,0,1,1,15,0,9999,0
postcss-js,postcss,postcss-js,1,39,0.1026,13,1,77.37,3,0,382.45,129,37.0,25.23,53387972,0.9054,0,1,1,670,0,62,1
postcss-page-break,shrpne,postcss-page-break,0,0,0.0,5,0,77.27,16,0,0.0,2095,1.5,2.6,7631787,0.8427,0,1,1,6,16,9999,0
postcss-replace-overflow-wrap,MattDiMu,postcss-replace-overflow-wrap,0,0,0.0,3,0,61.54,0,0,284.74,2105,9999,9999,7761525,0.886,0,1,1,9,0,9999,0
postcss-normalize,csstools,postcss-normalize,0,1,0.0,7,0,63.04,3,0,0.0,635,276.5,468.58,3500089,0.8405,0,1,1,838,0,9999,0
bootstrap-sass,twbs,bootstrap-sass,0,0,0.0,30,0,60.83,31,0,0.0,1576,510.25,486.98,379868,0.8424,0,1,1,12507,8,9999,0
react,facebook,react,93,1014,0.3669,30,32,12.46,1273,1,0.0,-1,0.75,1.3,151904905,0.869,0,1,1,246034,429,0,1
react-redux,reduxjs,react-redux,15,22,2.7273,30,2,29.78,48,1,0.0,39,212.75,191.95,29916979,0.8741,0,1,1,23473,19,10,1
